title,namespace,id,revision_id,revision_parentid,revision_timestamp,is_redirect,redirect_title,categories,templates,text_length,text
れいち,0,1042,90181399,,2022-06-24T20:49:32Z,false,,"日本のミュージシャン,日本のドラマー,1962年生","main,reflist,normdaten",173,れいちは、日本の音楽家、スタジオ・ミュージシャン。夫はミュージシャンの清水一登。本名は清水玲子、旧姓は佐伯。スタジオワーク・ツアーサポートなどで活躍する。主にドラムを演奏するが歌、鍵盤楽器なども演じることがある。2007年現在は夫の清水一登とAREPOSというユニットを結成している。AREPOSではVoを担当していて、歌と踊りとドラムスも兼務。
遊佐未森,0,1043,89213815,,2022-04-25T20:25:26Z,false,,"日本の女性シンガーソングライター,日本の女性ポップ歌手,日本の女性作詞家,日本の女性作曲家,エピックレコードジャパンのアーティスト,EMIミュージック・ジャパンのアーティスト,ヤマハミュージックコミュニケーションズのアーティスト,国立音楽大学出身の人物,常盤木学園高等学校出身の人物,仙台市出身の人物,1964年生,存命人物","musician,see_also,脚注ヘルプ,reflist,遊佐未森,normdaten,defaultsort",149,遊佐 未森は、日本の女性シンガーソングライター、作曲家、作詞家。宮城県仙台市出身。「遊佐」は本名、「未森」は本人と外間隆史が命名した芸名。芸能事務所は、デビュー以来ヴァーゴミュージックに所属していたが、神奈川県横須賀市に「株式会社水音社」を設立した。遊佐と元ピチカート・ファイヴの鴨宮諒が所属する。
仮面ライダー龍騎,0,1044,91691565,,2022-09-29T09:34:38Z,false,,"平成仮面ライダーシリーズ,仮面ライダーシリーズの特撮テレビドラマ,テレビ朝日の特撮番組,2000年代の特撮作品,2002年のテレビドラマ,小林靖子脚本のテレビドラマ,井上敏樹脚本のテレビドラマ,ドラゴン・竜を題材としたテレビドラマ,デスゲームを題材とした作品,カードを題材とした作品,ループもの,鏡を題材とした作品,異世界を題材とした作品","拡張半保護,pathnav,基礎情報_テレビ番組,see,main,notelist,reflist,前後番組,仮面ライダーシリーズ,リダイレクトの所属カテゴリ,デフォルトソート",158,『仮面ライダー龍騎』は、2002年2月3日から2003年1月19日まで、テレビ朝日系列で毎週日曜8:00 - 8:30に全50話が放映された、東映制作の特撮テレビドラマ作品、および作中で主人公が変身するヒーローの名称である。 「平成仮面ライダーシリーズ」第3作である。キャッチコピーは「戦わなければ生き残れない！」。
スタック,0,1045,88440572,,2022-03-09T23:01:53Z,false,,"データ構造,抽象データ型","出典の明記,otheruses,main,データ構造,normdaten,defaultsort",201,スタックは、コンピュータで用いられる基本的なデータ構造の1つで、データを後入れ先出しの構造で保持するものである。抽象データ型としてのそれを指すこともあれば、その具象を指すこともある。特にその具象としては、割込みやサブルーチンを支援するために極めて有用であることから、1970年代以降に新しく設計された、ある規模以上のコンピュータは、スタックポインタによるコールスタックをメモリ上に持っていることが多い。
弘前市,0,1046,92249481,,2022-11-03T02:36:28Z,false,,"青森県の市町村,弘前市,城下町,1889年設置の日本の市町村,2006年設置の日本の市町村","日本の市,weather_box,日本の市_(廃止),jis2004,col,clear,vertical_images_list,脚注ヘルプ,reflist,multimedia,sisterlinks,青森県の自治体,弘前市の大字,日本で最も美しい村連合,normdaten,デフォルトソート",123,弘前市は、青森県西部にある市である。日本で最初に市制を施行した都市の一つ。弘前藩の城下町として発展し、現在も津軽地方の中心都市として、周辺自治体に広がる人口約40万人の弘前都市圏を形成している。青森県唯一の国立大学である弘前大学が設置されている。
Perceptual User Interface,0,1047,54421335,,2015-02-13T22:04:38Z,false,,コンピュータのユーザインタフェース,"複数の問題,字引,lang,computer-stub",187,は、次世代のユーザインタフェースの一つ。コンピュータディスプレイやポインティングデバイスを使うグラフィカルユーザインタフェースよりも自然なユーザインタフェースとして期待されている。使用者からの入力には、身振り手振りや音声といった、人間同士のコミュニケーションに用いられる意思伝達手段を用いる。一方使用者への出力は、映像や音声といった、人間の各種感覚への情報によって行われる。
羽海野チカ,0,1048,89417597,,2022-05-08T02:35:48Z,false,,"日本の漫画家,東京都区部出身の人物,生年未記載,存命人物","漫画家,脚注ヘルプ,reflist,manga-artist-stub,normdaten,デフォルトソート",45,羽海野 チカは、日本の漫画家。東京都足立区出身。東京都立工芸高等学校デザイン科卒業。女性。
明智抄,0,1049,90782361,,2022-08-01T23:59:27Z,false,,"日本の漫画家,SF漫画家,日本の女性小説家,20世紀日本の小説家,21世紀日本の小説家,広島県出身の人物,1960年生,2020年没","manga-artist-stub,normdaten,defaultsort",19,明智 抄は、日本の女性漫画家、小説家。
チューバ,0,1050,91021202,,2022-08-17T04:57:25Z,false,,"金管楽器,チューバ","楽器,仮リンク,see,see_also,脚注ヘルプ,reflist,commonscat,オーケストラの楽器,musical-instrument-stub,normdaten,デフォルトソート",51,テューバあるいはチューバは、大型の低音金管楽器である。金管楽器の中では最も大きく、最も低い音域を担う。
地震,0,1051,92080532,,2022-10-22T19:13:06Z,false,,"地震,地震学,自然災害,振動と波動","otheruses,ウィキポータルリンク,節スタブ,main2,seealso,main,see_also,see,脚注ヘルプ,notelist2,reflist,外部リンクの注意,sisterlinks,earthquake,プレートテクトニクス,自然災害,normdaten,デフォルトソート",285,地震は、以下の2つの意味で用いられる。# 地震学における定義: 地球表面を構成している岩盤の内部で、固く密着している岩石同士が、断層と呼ばれる破壊面を境目にして、急激にずれ動くこと。これによって大きな地面の振動が生じ、これを地震動という。# 大地のゆれ: 地震動のことで一般的にはこちらも「地震」と呼ばれる。「地震」という語句は『日本書紀』にも見え、その他古文書の記録にも登場するが、これらは今日の地震学における地震動のことであり、また「大地震」・「小地震」などと共に震度の程度を表すものでもあった。地震を専門とした学問を地震学という。地震学は地球物理学の一分野である。
キュー,0,1052,90215010,,2022-06-26T23:47:41Z,false,,"同名の作品,同名の地名","wikt,main2,aimai,デフォルトソート",3,キュー
Forth,0,1053,90049185,,2022-06-16T11:55:19Z,false,,"プログラミング言語,仮想機械","プログラミング言語,seealso,脚注ヘルプ,reflist,refbegin,refend,プログラミング言語一覧,authority_control",89,Forthは、スタック指向のプログラミング言語およびそのプログラミング環境である。Forth はしばしば、かつての習慣に従ってすべて大文字で綴られることもあるが、頭字語ではない。
スーザフォン,0,1054,90867485,,2022-08-07T11:09:09Z,false,,"金管楽器,チューバ,エポニム","複数の問題,仮リンク,commons&cat,normdaten,defaultsort",79,スーザフォンは、アメリカの作曲家ジョン・フィリップ・スーザによって考案された、大型のバルブ式低音金管楽器である。スーザホン、スーザホーン、スーザフォーンとも。
アーバンネットワーク,0,1055,91487936,,2022-09-16T12:30:30Z,false,,"近畿地方,西日本旅客鉄道の鉄道路線,鉄道のサービス,近畿地方の鉄道路線","clear,-,main,脚注ヘルプ,reflist,アーバンネットワーク,defaultsort",403,アーバンネットワークは、西日本旅客鉄道が1989年3月11日より使用を開始した、京阪神都市近郊区間を指す愛称である。「アーバンネットワーク」の定義と、旅客営業規則に規定される大都市近郊区間としての「大阪近郊区間」や、JRが便宜的に呼称する「近畿エリア」とは完全には一致していなかった。2006年10月21日のダイヤ改正以降、車内および駅の路線図と車内停車駅案内図が「アーバンネットワーク」の表記から「路線図」に変更されるなど、2000年代後半以降はアーバンネットワークという名称を使わず、「近畿圏」や「京阪神エリア」と表現されることが多い。また、JR西日本が発行する冊子からも2013年度以降アーバンネットワークの名称は使われていない。ただし2021年現在も、鉄道趣味雑誌などでは使用されていることがある。本項では、特に正式名称で記述する必要がある場合を除いて、路線愛称名がある場合はそれを用いて記述する。
ダブルベース,0,1056,21357716,,2008-08-21T12:34:45Z,true,ダブル・ベース,,,0,
東北地方,0,1057,91750104,,2022-10-03T02:19:43Z,false,,"東北地方,日本の地域ブロック","redirectlist,infobox,clear,出典の明記,独自研究,anchors,main2,main,clearleft,東北地方/5歳階級別人口,col-begin,col-break,col-end,col,see_also,legend-line,line_chart,pie_chart,脚注ヘルプ,reflist,sisterlinks,osm_box,日本の地域,normdaten,デフォルトソート",173,東北地方は、日本の地域のひとつであり、本州東北部に位置している。「奥羽地方」ともいう。最大都市は仙台市である。その範囲に法律上の明確な定義はないものの、一般には青森県、岩手県、宮城県、秋田県、山形県、福島県の6県を指す。これら6県は、本州の約3割の面積を占める。東北地方は東日本に位置するが、気象や歴史地理学などでは北海道と一緒に北日本とされる。
コントラバス,0,1058,91703181,,2022-09-30T06:50:09Z,false,,"弦楽器,コントラバス","楽器,vertical_images_list,clear,main,see,see_also,脚注ヘルプ,notelist2,reflist,commonscat,wiktionary,オーケストラの楽器,normdaten,defaultsort",278,コントラバス  は、オーケストラなどで最低声部を受け持つ弦楽器。クラシック音楽では主に弓を使って演奏するが、ポピュラー音楽では一般的に指を使って演奏する。略号は「Cb」。4本または5本の弦を持つ大型の弦楽器である。短縮して単にバス、もしくはベース  と呼ぶこともある。コントラバス、ダブルベース、アップライトベース、アコースティックベース、ウッドベースなどの呼び方が存在する。ウッドベースは、音楽用語としての使用頻度が高い。また、フォーク・ミュージックやブルーグラス、カントリーなどではベース・フィドル、ベース・バイオリンなどの呼び方をされる場合もあった。
ロックンロール,0,1059,92106575,,2022-10-24T11:39:24Z,false,,"ポピュラー音楽,音楽のムーブメント,音楽のジャンル,ロックのジャンル,ダンス・ミュージック","otheruses,music_genre,main,cite_encyclopedia,脚注ヘルプ,reflist,音楽,カントリー・ミュージック,ロック・ミュージック,normdaten,defaultsort",318,ロックンロールは、1950年代半ばに現れたアメリカの大衆音楽スタイルの呼称である。語源については、古くからアメリカ英語の黒人スラングで「性交」及び「交合」の意味もあり、1950年代はじめには「バカ騒ぎ」や「ダンス」という意味もあった。これを一般的に広め定着させたのは、DJのアラン・フリードであった。1960年代半ば以降には「ロック」という呼び方が一般化し、「ロックンロール」と呼ぶことは少なくなった。一方で、「ロックンロール」と「ロック」は別の物として使われることがある。1960年代半ばには、ロックンロールが進化して抽象的、芸術的なものも生まれ、新たなサウンドが登場し、それらの総称として「ロック」という言葉が使われるようになった。
バス (弦楽器),0,1060,2169810,,2004-07-07T03:01:44Z,true,コントラバス,,,0,
あさりよしとお,0,1061,90327763,,2022-07-04T00:52:48Z,false,,"あさりよしとお,日本の漫画家,SF漫画家,北海道滝川高等学校出身の人物,北海道出身の人物,1962年生,存命人物","別人,存命人物の出典明記,漫画家,main,脚注ヘルプ,reflist,normdaten,defaultsort",267,あさり よしとおは、日本の漫画家。北海道空知郡上砂川町出身。代表作に『宇宙家族カールビンソン』、『ワッハマン』、『まんがサイエンス』など。柔らかく太い温かみのある描線で、毒のある笑いとSFを基本とした世界を描く。美少女や、シンプルだが味わい深いメカを描くことを得意とする。おたくブーム時期にデビューし、人気を集めた。その後作風の幅を広げていく。現在は青い鳥文庫fシリーズの挿し絵も手掛けている。アニメ『新世紀エヴァンゲリオン』の制作には、第三使徒サキエル等のデザインで参加しており、漫画以外の分野でも高いデザインセンスを発揮している。
Perl,0,1063,91690409,,2022-09-29T08:02:00Z,false,,"スクリプト言語,オープンソースソフトウェア,Perl,1987年のソフトウェア","otheruses,プログラミング言語,see,main,脚注ヘルプ,portal,wikibooks,perl,プログラミング言語一覧,foss,authority_control",283,Perlとは、ラリー・ウォールによって開発されたプログラミング言語である。実用性と多様性を重視しており、C言語やsed、awk、シェルスクリプトなど他のプログラミング言語の優れた機能を取り入れている。ウェブ・アプリケーション、システム管理、テキスト処理などのプログラムを書くのに広く用いられている。言語処理系としてのperlはフリーソフトウェアである。Artistic LicenseおよびGPLのもとで配布されており、誰でもどちらかのライセンスを選択して利用することができる。Linux/UNIXやWindows、macOSなど多くのプラットフォーム上で動作する。
日本のプロ野球,0,1064,92212106,,2022-10-31T12:05:36Z,false,,日本のプロ野球,"pathnav,see_also,スポーツリーグ,座標一覧,location_map+,graph,main,npbセントラル・リーグ監督,npbパシフィック・リーグ監督,portal,脚注ヘルプ,notelist,reflist,日本プロ野球,normdaten,デフォルトソート",31,日本のプロ野球では、日本で行われるプロ野球全般について述べる。
アメリカ航空宇宙局,0,1065,91320845,,2022-09-05T08:53:42Z,false,,NASA,"redirect,coord,government_agency,see_also,main,脚注ヘルプ,reflist,commonscat,nasa_space_program,アメリカ航空宇宙局の施設宇宙飛行宇宙機関マーキュリー計画,normdaten,デフォルトソート",563,アメリカ航空宇宙局、或いは米国国家航空宇宙局は、アメリカ合衆国政府内における宇宙開発に関わる計画を担当する連邦機関である。1958年7月29日、国家航空宇宙法  に基づき、先行の国家航空宇宙諮問委員会  を発展的に解消する形で設立された。正式に活動を始めたのは1958年10月1日のことであった。NASAはアメリカの宇宙開発における国家的努力をそれ以前よりもさらに充実させ、アポロ計画における人類初の月面着陸、スカイラブ計画における長期宇宙滞在、さらに宇宙往還機スペースシャトルなどを実現させた。現在は国際宇宙ステーション  の運用支援、オリオン宇宙船、スペース・ローンチ・システム、商業乗員輸送などの開発と監督を行なっている。宇宙開発に加えてNASAが帯びている重要な任務は、宇宙空間の平和目的あるいは軍事目的における長期間の探査である。人工衛星を使用した地球自体への探査、無人探査機を使用した太陽系の探査、進行中の冥王星探査機ニュー・ホライズンズ  のような太陽系外縁部の探査、さらにはハッブル宇宙望遠鏡などを使用した、ビッグ・バンを初めとする宇宙全体への探査などが主な役割となっている。2006年2月に発表されたNASAの到達目標は、「宇宙空間の開拓、科学的発見、そして最新鋭機の開発において、常に先駆者たれ」であった。
9月4日,0,1068,91480851,,2022-09-16T02:27:00Z,false,,,"カレンダー_9月,multiple_image,squote,フィクションの出典明記,精度,脚注ヘルプ,reflist,commons&cat,新暦365日,1年の月と日",40,9月4日は、グレゴリオ暦で年始から247日目にあたり、年末まであと118日ある。
京浜急行電鉄,0,1069,92261179,,2022-11-03T18:08:18Z,false,,"大手私鉄・準大手私鉄,横浜市西区の企業,東京都発祥の企業,東証プライム上場企業,1949年上場の企業,京浜急行電鉄,芙蓉グループ,有料道路事業者,日本の鉄道事業者,東京国際空港のアクセス,1948年設立の企業","半保護,基礎情報_会社,main2,↑↓は、右欄の乗降人員と比較して増(↑)、減(↓)を表す。,see,脚注ヘルプ,reflist,commonscat,multimedia,京急グループ,大手私鉄,芙蓉グループ,pasmo,パスネット,normdaten,デフォルトソート,リダイレクトの所属カテゴリ",146,京浜急行電鉄株式会社は、神奈川県横浜市に本社を置く鉄道会社である。略称は「京急」、「京急電鉄」。日本の大手私鉄の一つで、首都圏南西部において京急本線を中心とする5つの鉄道路線を運営している。東証プライムに上場し、東武鉄道と共に芙蓉グループを構成する企業の一つで、京急グループの中核企業である。
一條裕子,0,1070,86683169,,2021-11-23T18:23:58Z,false,,"日本の漫画家,宮城県出身の人物,1967年生,存命人物","漫画家,reflist,defaultsort,manga-artist-stub,normdaten",295,一條 裕子は、日本の漫画家。宮城県出身。武蔵野美術大学短期大学部デザイン科グラフィックデザイン専攻卒業。アシスタントを経て、1992年にデビューする。左利き。デビュー前は「紫苑」名義で、「杏樹&紫苑」というコンビで耽美系の漫画を描いており、江口寿史の単行本『江口寿史のなんとかなるでショ!』『江口寿史の爆発ディナーショー』に収録されている。のちに江口のアシスタントもつとめた。自称ギャグ漫画家。木造家屋や着物などの描写や、四季の風物に関係するパロディを好んで作品に取り入れており、いわゆる「古風な日本家庭」を題材にした作品が多い。2020年に入って、旧作がKindleで読めるようになった。
わさび (漫画),0,1071,67329041,,2018-02-11T14:27:39Z,false,,"漫画作品 わ,ビッグコミックスピリッツの漫画作品","defaultsort,manga-stub",365,『わさび』は、一條裕子の漫画。小学館の青年誌『週刊ビッグコミックスピリッツ』に1994年4月から1997年3月まで連載された。日本の古き伝統的家庭、帯刀家が舞台。家族構成は、当主・帯刀隆太郎、歳の離れた妻・絹子、一人息子・隆之介、住み込みの手伝い・小原ふみである。帯刀家のシュールな日常が主に描かれる。テレビがないような古風な生活スタイルは現代人の目からは大きなギャップがあるが、一方ではその家の中でしか通用しない常識というものはあらゆる家庭に存在するものであり、誰しも成長の過程でよそと違うことを発見するという覚えがある筈である。それにしてもやはり当主の隆太郎をはじめとした面々のピントのずれた観念思考はたまらない。読者は小原ふみとともにそれに取り込まれていってしまうのである。さらにさまざまな実験的手法も大きな見どころである。
イベント駆動型プログラミング,0,1072,85747715,,2021-09-26T09:48:37Z,false,,"ソフトウェア工学,プログラミングパラダイム","出典の明記,プログラミング・パラダイム,プログラミング言語の関連項目,defaultsort",329,イベント駆動プログラミングとは、ユーザー側の操作による受動的なイベントの発生によって、コンピュータ側の能動的なプロセスの実行とプログラムフローの選択が決定されるというプログラミングパラダイムである。イベントドリブンとも邦訳される。グラフィカルユーザーインターフェースソフトウェアでよく用いられており、ユーザー入力に対するレスポンス出力の実装に適している。デバイスドライバプログラムでも多用されている。ここで言うイベントとは、マウスクリックやキーボード押下によるユーザー操作、センサーやシグナル受信によるハードウェア入力、走行スレッドや発生トランザクションからのメッセージ受信を指している。プロセスの実行とは、スレッドの開始や手続き/関数の呼出しを指している。
末広町35番地,0,1073,67329042,,2018-02-11T14:27:49Z,false,,漫画作品 す,"defaultsort,manga-stub",267,『末広町35番地』は、一條裕子 著の漫画。1994年5月から1997年3月まで『COMICアレ!』にて連載。1997年5月、単行本刊行。東西の童話を題材にして、現代の末広町35番地にある団地を舞台に、翻案した連作集。童話の登場人物が団地の住人となっている。パロディではあるのだが、単に移行という作業だけを行っているのではなくて、一旦物語を完全に分解している。あたらしいストーリーは不条理もののようでありながら構成を持ち、寓意があるようでナンセンス、という奇妙なもの。しかしその中でギャグ・センスは冴えていて知性を感じさせる作品である。
アポロ計画,0,1074,91527443,,2022-09-18T16:13:08Z,false,,"アポロ計画,アメリカ合衆国の歴史 (1945-1989),ヴェルナー・フォン・ブラウン","space_program,cite_book,cquote,出典の明記,main,listen,脚注ヘルプ,notelist,reflist,commons,アポロ計画,月面歩行者,アメリカ合衆国の有人宇宙計画,nasaの惑星探査計画,nasa_space_program,月,lunar_rovers,月探査機,宇宙飛行,good_article,normdaten,defaultsort",175,アポロ計画は、アメリカ航空宇宙局による人類初の月への有人宇宙飛行計画である。1961年から1972年にかけて実施され、全6回の有人月面着陸に成功した。アポロ計画は、人類が初めて有人宇宙船により地球以外の天体に到達した事業である。これは宇宙開発史において画期的な出来事であっただけではなく、人類史における科学技術の偉大な業績としてもしばしば引用される。
静かの海 (漫画),0,1075,67329043,,2018-02-11T14:27:59Z,false,,漫画作品 し,"出典の明記,reflist,defaultsort",297,『静かの海』は、一條裕子著の漫画作品。ぶんか社の漫画雑誌「まんがガウディ」および「まんがアロハ!」に1996年12月から1998年1月まで連載された。単行本は1998年12月刊行。題名は月面上の地名から。独り暮らしの老人木村しづの生活と、その家を訪れる孫娘梢子の姿を、さまざまな家具の視点から描く。毎回違った物に語らせる手法は丸山健二『千日の瑠璃』に通じるものがあり、全体小説的に情報を補完さることによって、しづとその周囲の生活が手に取るように分かるようになっている。誰しも心当たりがありながら人前で口に出されることのない事ごとを見事に捉えており、可笑しさと同時に心に暖かさを感じる作品である。
2組のお友達。,0,1076,67329045,,2018-02-11T14:28:09Z,false,,"漫画作品 に,ビッグコミックスピリッツの漫画作品","defaultsort,manga-stub",21,『2組のお友達。』は、一條裕子の漫画作品。
犬あそび,0,1077,67329046,,2018-02-11T14:28:19Z,false,,"漫画作品 い,ビッグコミックスピリッツの漫画作品","デフォルトソート,manga-stub",85,『犬あそび』は、一條裕子の漫画。1999年9月から2000年7月まで小学館の青年誌「週刊ビッグコミックスピリッツ」にて連載された。2000年7月に単行本が刊行されている。
必ずお読み下さい。,0,1078,89909750,,2022-06-08T07:58:03Z,false,,"漫画作品 か,文芸雑誌掲載漫画作品,2000年の漫画",defaultsort,78,『必ずお読み下さい。』は、一條裕子著の漫画作品。マガジンハウスの文芸誌『鳩よ!』に2000年3月から2002年5月まで連載。単行本は2002年10月に刊行。
アメリカ文学,0,1079,91998800,,2022-10-17T08:53:58Z,false,,アメリカ合衆国文学,"読み仮名,main,div_col,div_col_end,脚注ヘルプ,reflist,アメリカ合衆国,世界の文学,normdaten,defaultsort",172,とは、アメリカ合衆国の文学、及びそれらの作品や作家を研究する学問のこと。米国文学、とも言う。また、イギリス文学と合わせて英米文学と呼ぶこともある。『』の場合、英国や合衆国に限らず英語による各地域の文学を含むことがある。しかし現代ではアメリカ人の特異な性格と作品の幅広さによって、イギリス文学とは別の系統と伝統が出来てきたと考えられることが多い。
カート・ヴォネガット,0,1080,91799302,,2022-10-06T05:27:54Z,false,,"カート・ヴォネガット,20世紀アメリカ合衆国の小説家,21世紀アメリカ合衆国の小説家,20世紀アメリカ合衆国の随筆家,21世紀アメリカ合衆国の随筆家,アメリカ合衆国のSF作家,アメリカ合衆国の風刺作家,アメリカ合衆国のアナキスト,第二次世界大戦期のアメリカ合衆国の軍人,捕虜となった人物,アイオワ大学の教員,アメリカ芸術文学アカデミー会員,アメリカ合衆国のユニテリアン,ニューヨーク市立大学シティカレッジの教員,ハーバード大学の教員,ゼネラル・エレクトリックの人物,ポストモダン著作家,ドイツ系アメリカ人,インディアナポリス出身の人物,テネシー大学出身の人物,新保守主義への批判者,1922年生,2007年没","expand_english,作家,reflist,カート・ヴォネガット,normdaten,defaultsort",302,カート・ヴォネガットは、アメリカの小説家、エッセイスト、劇作家。1976年の作品『スラップスティック』より以前の作品はカート・ヴォネガット・ジュニアの名で出版されていた。人類に対する絶望と皮肉と愛情を、シニカルかつユーモラスな筆致で描き人気を博した。現代アメリカ文学を代表する作家の一人とみなされている。代表作には『タイタンの妖女』、『猫のゆりかご』、『スローターハウス5』、『チャンピオンたちの朝食』などがある。ヒューマニストとして知られており、American Humanist Association の名誉会長も務めたことがある。20世紀アメリカ人作家の中で最も広く影響を与えた人物とされている。
日本文学,0,1081,89856610,,2022-06-05T11:09:57Z,false,,日本文学,"redirect3,出典の明記,see_also,main,詳細記事,see,脚注ヘルプ,notelist,reflist,commonscat,日本関連の項目,世界の文学,normdaten,defaultsort",656,日本文学とは、日本語で書かれた文学作品、あるいは日本人が書いた文学、もしくは日本で発表された文学である。中国の古典語である漢文も、日本人によって創作されている場合、日本文学に含まれる。上記の作品やそれらを創作した小説家・詩人などを研究する学問も日本文学と呼ばれる。国文学と呼ばれることもある。日本文学の歴史は極めて永く、古くは7世紀までさかのぼる。同一言語・同一国家の文学が1400年近くにわたって書き続けられ読み続けられることは類例が少ない。平安時代に紫式部によって書かれた『源氏物語』は世界的に高い評価を受けており、江戸時代の松尾芭蕉も現在の俳句ブームにより広く知られている。近代の日本文学においても、夏目漱石・森鷗外・谷崎潤一郎などが諸外国で認知されている。2021年までに、川端康成と大江健三郎の2名がノーベル文学賞を受賞している。古代・中世の日本文学は中国からの文化的影響が著しく、日本が仏教を受け容れたことからインド文学の間接的影響もみられる。中国文学の影響は近世にもみられるが、いずれの時代においても日本人固有の独創性が顕著に認められる。明治維新以降は欧米の文化的影響を強く受けたが、英米文学・フランス文学・ドイツ文学・ロシア文学などを短期間のうちに摂取・模倣し、日本独自の高度な近代文学を創造していった。近代日本文学は中国・朝鮮の近代文学の形成に大きな影響を与えた。第二次世界大戦の後も、三島由紀夫・安部公房・村上春樹などの作品が世界的に広く読まれており、現代の世界文学に多大な影響を与えている。
筒井康隆,0,1082,92073931,,2022-10-22T11:13:52Z,false,,"筒井康隆,20世紀日本の小説家,21世紀日本の小説家,日本のSF作家,SF漫画家,日本の推理作家,日本のライトノベル作家,ファンダム,20世紀日本の劇作家,21世紀日本の劇作家,日本の男優,日本の舞台俳優,日本の司会者,ホリプロ,20世紀日本の俳優,21世紀日本の俳優,日本ペンクラブ会員,谷崎潤一郎賞受賞者,菊池寛賞受賞者,読売文学賞受賞者,紫綬褒章受章者,芸術文化勲章受章者,レーゼシナリオを書いた作家,日本におけるたばこの社会的受容関連人物,同志社大学出身の人物,大阪府立春日丘高等学校出身の人物,大阪市出身の人物,1934年生,存命人物","存命人物の出典明記,作家,読み仮名_ruby不使用,quotation,脚注ヘルプ,notelist,reflist,ウィキプロジェクトリンク,谷崎潤一郎賞,泉鏡花文学賞,日本sf大賞,星雲賞日本長編部門,星雲賞日本短編部門,毎日芸術賞,ホリプロ,portal_bar,normdaten,defaultsort",332,は、日本の小説家・劇作家・俳優である。ホリプロ所属。身長166cm。兵庫県神戸市垂水区在住。小松左京・星新一と並んで「SF御三家」とも称される。パロディやスラップスティックな笑いを得意とし、初期にはナンセンス文学なSF作品を多数発表。1970年代よりメタフィクションの手法を用いた前衛的な作品が増え、エンターテインメントや純文学といった境界を越える実験作を多数発表している。戦国時代の武将筒井順慶と同姓であり、その子孫であるとの設定で小説「筒井順慶」を書いている。先祖は筒井順慶家の足軽だったらしい、と筒井は述べている。父は草分け期の日本の動物生態学者で、大阪市立自然史博物館の初代館長筒井嘉隆。実弟の筒井之隆は安藤百福発明記念館 横浜の館長。息子は画家筒井伸輔。
クラシック音楽の作曲家一覧,0,1083,83799852,,2021-05-31T22:39:55Z,false,,"クラシック音楽の作曲家,クラシック音楽の一覧,作曲家一覧","portal_クラシック音楽,defaultsort",341,クラシック音楽の作曲家一覧この項目では、音楽史上の分類としてのクラシック、つまりバロックやロマン派に対するクラシックではなく、ジャンルとしてのクラシック音楽、つまりジャズやポピュラー音楽に対する「クラシック」の作曲家をまとめてある。* 中世西洋音楽の作曲家一覧* ルネサンス音楽の作曲家一覧 * バロック音楽の作曲家一覧 * 古典派音楽の作曲家一覧 * ロマン派音楽の作曲家一覧  ウィンナワルツ 国民楽派* 近現代音楽の作曲家一覧  印象主義音楽 新古典主義音楽 新ウィーン楽派 ポーランド楽派 スペクトル楽派 新しい複雑性 ポスト構造主義* クラシック音楽の作曲家一覧  - 海外のみ* 日本のクラシック音楽の作曲家一覧* 北中南米のクラシック音楽作曲家一覧* 女性作曲家の一覧
FORTRAN,0,1084,91787496,,2022-10-05T09:43:41Z,false,,"プログラミング言語,JIS,FORTRAN","プログラミング言語,節スタブ,reflist,wikibooks,プログラミング言語一覧,normdaten,defaultsort",67,FORTRANは、1954年にIBMのジョン・バッカスによって考案された、コンピュータにおいて広く使われた世界最初の高水準言語である。
岩原裕二,0,1085,88537545,,2022-03-15T11:12:05Z,false,,"日本の漫画家,SF漫画家,日本のイラストレーター,北海道出身の人物,生年未記載,存命人物,ハドソンの人物","複数の問題,漫画家,脚注ヘルプ,reflist,normdaten,manga-artist-stub,defaultsort",36,岩原 裕二は、日本の漫画家、イラストレーター。北海道網走郡女満別町出身。
平野耕太,0,1086,91003034,,2022-08-16T01:03:22Z,false,,"日本の漫画家,東京都区部出身の人物,1973年生,存命人物,平野耕太","漫画家,commons,コミックマーケットカタログ表紙,normdaten,defaultsort",55,平野 耕太は、日本の漫画家。東京都足立区出身、在住。アクション・ギャグ作品を主に手がける。愛称は「ヒラコー」。
SUEZEN,0,1087,87916428,,2022-02-07T07:10:30Z,false,,"日本の漫画家,日本の男性アニメーター,東京都出身の人物,存命人物","存命人物の出典明記,単一の出典,reflist,normdaten,defaultsort",71,SUEZENは、日本の漫画家、イラストレーター、美術講師、ゲームデザイナー。東京都出身。本名の飯田史雄名義で原画家、作画監督としても活動する。
上原きみ子,0,1088,92211242,,2022-10-31T11:22:30Z,false,,"日本の漫画家,岐阜県出身の人物,1946年生,存命人物","漫画家,出典の明記,脚注ヘルプ,reflist,normdaten,defaultsort",253,上原 きみ子は、日本の漫画家。女性。岐阜県出身。名古屋市在住。血液型はO型。身長155cm。デビュー作は、貸本漫画の『黒コスモスの花言葉』。その後も東京漫画出版社の貸本漫画にて数作品を発表する一方、雑誌への投稿活動を続け、1968年に『りぼん』11月号に掲載された「ショーケン物語」により商業誌でデビューした。以後、上原きみこのペンネームでおもに『週刊少女コミック』などの小学館の雑誌を中心に長く活動。上原きみ子のペンネームに変わった2019年2月現在は、『フォアミセス』にて『いのちの器』を連載している。
